id,query,hits@5,label candidates,code@1,code@2,code@3,code@4,code@5
5,How I can get rid of None values in dictionary?,0,"res = {k: v for k, v in list(kwargs.items()) if v is not None} <EOC> res = dict((k, v) for k, v in kwargs.items() if v is not None)",del d['ele'],{i: d[i] for i in d if i != 'c'},"[value for key, value in list(dict1.items()) if key.startswith('EMP$$')]",list(data['A']['B'].values())[0]['maindata'][0]['Info'],{i[1]: i[0] for i in list(myDictionary.items())}
283,Sorting a list of lists in Python,0,"c2.sort(key=lambda row: row[2]) <EOC> c2.sort(key=lambda row: (row[2], row[1], row[0])) <EOC> c2.sort(key=lambda row: (row[2], row[1]))","sorted(list_of_strings, key=lambda s: s.split(',')[1])","sorted(list, key=lambda x: (x[0], -x[1]))","ut.sort(key=cmpfun, reverse=True)",b.sort(key=lambda x: x[1][2]),"sorted(x, key=x.get, reverse=True)"
279,How to update a subset of a MultiIndexed pandas DataFrame,0,"df.xs('sat', level='day', drop_level=False)",df['index1'] = df.index,df['D'] = df['B'],"df.reset_index(level=0, inplace=True)","df.reset_index(level=['tick', 'obs'])","pd.concat([df[0].apply(pd.Series), df[1]], axis=1)"
271,remove escape character from string,0,"""""""\\a"""""".decode('string_escape')","re.sub('\\D', '', 'aas30dsa20')","re.sub('[^A-Za-z0-9]+', '', mystring)","re.sub('i', '', 'it is icy')","re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.sub('[^\\sa-zA-Z0-9]', '', text).lower().strip()"
267,how to reverse a priority queue in Python without using classes?,0,"q.put((-n, n))","l.sort(key=lambda t: len(t[1]), reverse=True)",list(reversed(list(range(10)))),"myList.insert(0, 'wuggah')","ut.sort(key=cmpfun, reverse=True)","sorted(list, key=lambda x: (x[0], -x[1]))"
266,How to use subprocess when multiple arguments contain spaces?,0,subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),"subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['./test.sh']),"subprocess.check_call('vasp | tee tee_output', shell=True)",inputString.split('\n'),subprocess.call(['notepad'])
265,Most efficient way to convert items of a list to int and sum them up,0,"sum(int(float(item)) for item in [_f for _f in ['', '3.4', '', '', '1.0'] if _f])",[int(''.join(str(d) for d in x)) for x in L],[[sum(item) for item in zip(*items)] for items in zip(*data)],[sum(row[i] for row in array) for i in range(len(array[0]))],"sum(sum(i) if isinstance(i, list) else i for i in L)","[sum(l[:i]) for i, _ in enumerate(l)]"
249,How to remove symbols from a string with Python?,0,"re.sub('[^\\w]', ' ', s)","re.sub('\\D', '', 'aas30dsa20')","re.sub('[^A-Za-z0-9]+', '', mystring)","re.sub('^[A-Z0-9]*(?![a-z])', '', string)",""""""""""""".join([char for char in 'it is icy' if char != 'i'])","re.sub('[^\\sa-zA-Z0-9]', '', text).lower().strip()"
247,"How to find the position of an element in a list , in Python?",0,[x for x in range(len(stocks_list)) if stocks_list[x] == 'MSFT'],print(testlist.index(element)),"[index for index, item in enumerate(thelist) if item[0] == '332']","try:
    print(testlist.index(element))
except ValueError:
    pass","[i for (i, x) in enumerate(testlist) if (x == 1)]","next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)"
232,Perform a string operation for every element in a Python list,0,elements = ['%{0}%'.format(element) for element in elements],"print([item for item in [1, 2, 3]])","[element for element in lst if not isinstance(element, str)]","print(' '.join(map(str, l)))","[element for element in lst if isinstance(element, int)]",""""""" """""".join(list)"
225,Python split a string using regex,0,"re.findall('(.+?):(.+?)\\b ?', text)","re.split(' +', 'hello world sample text')","re.split('(\\W+)', s)","re.split('[ ](?=[A-Z]+\\b)', input)","mystring.replace(' ', '! !').split('!')","""""""QH QD JC KD JS"""""".split()"
222,Converting a string into a list in Python,0,"[x for x in myfile.splitlines() if x != ''] <EOC> lst = map(int, open('filename.txt').readlines())","re.split('[ ](?=[A-Z])', input)","re.split('[ ](?=[A-Z]+\\b)', input)",""""""""""""".join(s.rsplit(',', 1))","re.split('(\\W+)', s)","print(re.findall(""'\\\\[0-7]{1,3}'"", str))"
219,Python - how to round down to 2 decimals,0,"answer = str(round(answer, 2))","round(1.923328437452, 3)",int(round(2.51 * 100)),"float('123,456.908'.replace(',', ''))",print('{0:.0f}%'.format(1.0 / 3 * 100)),"my_float = float(my_string.replace(',', ''))"
217,Add key to a dictionary,0,"d['mynewkey'] = 'mynewvalue' <EOC> data.update({'a': 1, }) <EOC> data.update(dict(a=1)) <EOC> data.update(a=1)","dict([('Name', 'Joe'), ('Age', 22)])",my_dict.update({'third_key': 1}),[mydict[x] for x in mykeys],{i[1]: i[0] for i in list(myDictionary.items())},len(list(yourdict.keys()))
211,Deleting a specific line in a file (python),0,"f = open('yourfile.txt', 'w')",[line.rstrip('\n') for line in file],[x for x in myfile.splitlines() if x != ''],"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",file.seek(0),myfile.write('\n'.join(lines))
208,How do I perform secondary sorting in python?,0,"sorted(list5, lambda x: (degree(x), x)) <EOC> sorted(list5, key=lambda vertex: (degree(vertex), vertex))","ut.sort(key=cmpfun, reverse=True)","sorted(list, key=lambda x: (x[0], -x[1]))",b.sort(key=lambda x: x[1][2]),"sorted(x, key=x.get, reverse=True)","sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)"
206,Tuple conversion to a string,0,""""""", """""".join('(' + ', '.join(i) + ')' for i in L)",""""""" """""".join([('%d@%d' % t) for t in l])",""""""" """""".join([('%d@%d' % (t[0], t[1])) for t in l])",tuple(l),"b.append((a[0][0], a[0][2]))",list(t)
200,Regular Expression to find brackets in a string,0,"brackets = re.sub('[^(){}[\\]]', '', s)","re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)","re.findall('(.*?)\\[.*?\\]', example_str)","re.search('\\[(.*)\\]', your_string).group(1)","re.findall('(.+?):(.+?)\\b ?', text)","re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)"
284,Non-ASCII characters in Matplotlib,0,"matplotlib.rc('font', **{'sans-serif': 'Arial', 'family': 'sans-serif'})",[chr(i) for i in range(127)],'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),s.encode('iso-8859-15'),print('\xd0\xbf\xd1\x80\xd0\xb8'.encode('raw_unicode_escape')),"""""""\\x89\\n"""""".decode('string_escape')"
194,"Regex, find pattern only in middle of string",0,"re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","re.findall('(.+?):(.+?)\\b ?', text)","re.search('\\[(.*)\\]', your_string).group(1)","re.findall('\\(.*?\\)|\\w', '(zyx)bc')","re.findall('\\(.+?\\)|\\w', '(zyx)bc')","re.split(' +', 'hello world sample text')"
288,open a terminal from python,0,"os.system('gnome-terminal -e \'bash -c ""sudo apt-get update; exec bash""\'')",subprocess.call(['notepad']),"subprocess.call('sleep.sh', shell=True)","subprocess.Popen(['background-process', 'arguments'])","os.system('powershell.exe', 'script.ps1')",subprocess.call(['./test.sh'])
299,Extending a list of lists in Python?,0,y = [[] for n in range(2)],a.extend(list(b)),list2.extend(list1),a.extend(b),c.extend(a),"level1 = map(list, level1)"
357,Subtract a value from every number in a list in Python?,0,a[:] = [(x - 13) for x in a],"sum(int(float(item)) for item in [_f for _f in ['', '3.4', '', '', '1.0'] if _f])",[int(''.join(str(d) for d in x)) for x in L],numlist = [float(x) for x in numlist],"[element for element in lst if isinstance(element, int)]",[int(1000 * random.random()) for i in range(10000)]
354,How do I get all the keys that are stored in the Cassandra column family with pycassa?,0,list(cf.get_range().get_keys()),"df.to_sql('test', engine, schema='a_schema')",cursor.fetchone()[0],"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())",session.execute('INSERT INTO t1 (SELECT * FROM t2)'),"db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))"
353,Sorting a dictionary of tuples in Python,0,b.sort(key=lambda x: x[1][2]),"list.sort(key=lambda item: (item['points'], item['time']))","sorted(list(x.items()), key=lambda pair: pair[1], reverse=True)",mylist.sort(key=lambda x: x['title']),list_of_dicts.sort(key=operator.itemgetter('age')),"l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))"
348,write line to file,0,"print('hi there', file=f) <EOC> f = open('myfile', 'w')
f.write('hi there\n')
f.close() <EOC> with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')","file = open('Output.txt', 'a')",myfile.write('\n'.join(lines)),"f = open('yourfile.txt', 'w')","target.write('%r\n%r\n%r\n' % (line1, line2, line3))","open('outfile', 'w').write('#test firstline\n' + open('infile').read())"
346,Python Regex - checking for a capital letter with a lowercase after,0,"re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.sub('(?!\\s)[\\W_]', '', text).lower().strip()","re.findall('Test([\\d.]*\\d+)', text)","re.findall('Test([0-9.]*[0-9]+)', text)","re.sub('[^\\sa-zA-Z0-9]', '', text).lower().strip()","re.findall('(.+?):(.+?)\\b ?', text)"
342,Removing index column in pandas,0,"df.to_csv(filename, index=False)","df.reset_index(level=0, inplace=True)",df.dropna(subset=[1]),"df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()",df[df.columns[-1]],x.set_index('name').index.get_duplicates()
341,How can I use sum() function for a list in Python?,0,numlist = [float(x) for x in numlist],"sum(sum(i) if isinstance(i, list) else i for i in L)",sum([pair[0] for pair in list_of_pairs]),"[sum(l[:i]) for i, _ in enumerate(l)]",[sum(row[i] for row in array) for i in range(len(array[0]))],[[sum(item) for item in zip(*items)] for items in zip(*data)]
338,How to replace only part of the match with python re.sub,0,"re.sub('(\\_a)?\\.([^\\.]*)$', '_suff.\\2', 'long.file.name.jpg')","re.sub('\\bH3\\b', 'H1', text)","re.sub('i', '', 'it is icy')","""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')","re.sub('\\D', '', 'aas30dsa20')",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')]
336,sort a list of dicts by x then by y,0,"list.sort(key=lambda item: (item['points'], item['time']))",list_of_dicts.sort(key=operator.itemgetter('name')),list_of_dicts.sort(key=operator.itemgetter('age')),mylist.sort(key=lambda x: x['title']),"l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",l.sort(key=lambda x: x['title'])
334,Removing an item from list matching a substring - Python,0,[x for x in sents if not x.startswith('@$\t') and not x.startswith('#')],"[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]","[i for i in teststr if re.search('\\d+[xX]', i)]","re.sub('\\D', '', 'aas30dsa20')","re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.sub('i', '', 'it is icy')"
331,How can I access elements inside a list within a dictionary python?,0,""""""","""""".join(trans['category'])",{i[1]: i[0] for i in list(myDictionary.items())},"dict([('Name', 'Joe'), ('Age', 22)])",[dct[k] for k in lst],{i: d[i] for i in d if i != 'c'},[mydict[x] for x in mykeys]
325,Replacing characters in a regex,0,"[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","re.sub('\\D', '', 'aas30dsa20')","re.sub('\\bH3\\b', 'H1', text)","re.sub('i', '', 'it is icy')","print('lamp, bag, mirror'.replace('bag,', ''))","text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)"
324,Split string into a list,0,"text.split() <EOC> text.split(',') <EOC> line.split()","re.split('(\\W+)', s)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('[ ](?=[A-Z])', input)","[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","re.split(' +', 'hello world sample text')"
317,How to sort this list in Python?,0,"l = sorted(l, key=itemgetter('time'), reverse=True) <EOC> l = sorted(l, key=lambda a: a['time'], reverse=True)","sorted(list, key=lambda x: (x[0], -x[1]))","sorted(list_of_strings, key=lambda s: s.split(',')[1])","ut.sort(key=cmpfun, reverse=True)","l.sort(key=lambda t: len(t[1]), reverse=True)",b.sort(key=lambda x: x[1][2])
315,Middle point of each pair of an numpy.array,0,(x[1:] + x[:-1]) / 2 <EOC> x[:-1] + (x[1:] - x[:-1]) / 2,numpy.array(a).reshape(-1).tolist(),"np.vstack((a, b))",numpy.array(a)[0].tolist(),"np.array([zip(x, y) for x, y in zip(a, b)])","np.column_stack(([1, 2, 3], [4, 5, 6]))"
314,String Slicing Python,0,""""""""""""".join(s.rsplit(',', 1))",len(my_string),len(s),"s.split(' ', 4)",""""""" """""".join(my_string.split())",""""""","""""".join(l)"
305,print in Python without newline or space,0,sys.stdout.write('.'),"print('""{}""'.format(word))","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))","print('\t'.join(map(str, list)))",myfile.write('\n'.join(lines)),print('foo\nbar'.encode('string_escape'))
294,Converting two lists into a matrix,0,"np.column_stack(([1, 2, 3], [4, 5, 6]))","np.array([zip(x, y) for x, y in zip(a, b)])","matrix = [[a, b], [c, d], [e, f]]","np.vstack((A, B))","np.concatenate((A, B))","scipy.tensordot(P, T, axes=[1, 1]).swapaxes(0, 1)"
184,accessing python dictionary,0,result[0]['from_user'],{i[1]: i[0] for i in list(myDictionary.items())},[mydict[x] for x in mykeys],"res = dict((v, k) for k, v in a.items())","dict([('Name', 'Joe'), ('Age', 22)])",my_dict.update({'third_key': 1})
169,list of dicts to/from dict of lists,0,"print(dict(zip(LD[0], zip(*[list(d.values()) for d in LD]))))","[(x['x'], x['y']) for x in d]",{k: [d[k] for d in dicts] for k in dicts[0]},"dict((k, [d[k] for d in dicts]) for k in dicts[0])",{i[1]: i[0] for i in list(myDictionary.items())},"dict([('Name', 'Joe'), ('Age', 22)])"
163,convert strings into integers,0,"int('1') <EOC> int() <EOC> T2 = [map(int, x) for x in T1]",nums = [int(x) for x in intstringlist],"user_list = [int(number) for number in user_input.split(',')]",numlist = [float(x) for x in numlist],"[int(s) for s in user.split(',')]",""""""""""""".join(s.rsplit(',', 1))"
74,String to list in Python,0,"""""""QH QD JC KD JS"""""".split()",""""""""""""".join(s.rsplit(',', 1))","text.split(',')","""""""."""""".join(s.split('.')[::-1])","[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","myList = ','.join(map(str, myList))"
73,Python match string if it does not start with X,0,"re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')","bool(re.search('ba[rzd]', 'foobarrrr'))","[i for i in teststr if re.search('\\d+[xX]', i)]",all(predicate(x) for x in string),[word for word in mystring.split() if word.startswith('$')],"re.findall('Test([\\d.]*\\d+)', text)"
71,python regular expression to remove repeated words,0,"text = re.sub('\\b(\\w+)( \\1\\b)+', '\\1', text)","re.split('(\\W+)', s)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('(\\W+)', 'Words, words, words.')","re.split('[ ](?=[A-Z])', input)","re.split(' +', 'hello world sample text')"
66,Pandas: Delete rows based on multiple columns values,0,"df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()",df['A'][(df['B'] > 50) & (df['C'] == 900)],df[df['ids'].str.contains('ball')],df.groupby('A').filter(lambda x: len(x) > 1),df[df['BoolCol'] == True].index.tolist(),df = df[(df['closing_price'] >= 99) & (df['closing_price'] <= 101)]
62,Using %f with strftime() in Python to get microseconds,0,datetime.datetime.now().strftime('%H:%M:%S.%f'),"time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')",datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),"time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))"
53,Append elements of a set to a list in Python,0,a.extend(b) <EOC> a.extend(list(b)),list(set(t)),list(set(source_list)),"[[x, l.count(x)] for x in set(l)]","[k for k, v in list(Counter(mylist).items()) if v > 1]","dict(((x, l.count(x)) for x in set(l)))"
52,Flattening a shallow list in Python,0,[image for menuitem in list_of_menuitems for image in menuitem],"level1 = map(list, level1)","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))","print([item for item in [1, 2, 3]])",['it'] + ['was'] + ['annoying'],"[sum(l[:i]) for i, _ in enumerate(l)]"
41,How can i subtract two strings in python?,0,"print('lamp, bag, mirror'.replace('bag,', ''))","""""""."""""".join(s.split('.')[::-1])",""""""":"""""".join(str(x) for x in b)","[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","print(concatenate((a, b), axis=1))","[(x + y) for x, y in zip(word, word[1:])]"
39,How would you make a comma-separated string from a list?,0,""""""","""""".join(l) <EOC> myList = ','.join(map(str, myList))",""""""", """""".join('(' + ', '.join(i) + ')' for i in L)","print(' '.join(map(str, l)))",""""""" """""".join([('%d@%d' % t) for t in l])",[''.join(str(d) for d in x) for x in L],"print('\t'.join(map(str, list)))"
38,Running bash script from within python,0,"subprocess.call('sleep.sh', shell=True)",subprocess.call(['./test.sh']),"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)","subprocess.Popen(['background-process', 'arguments'])","subprocess.check_call('vasp | tee tee_output', shell=True)","os.system('powershell.exe', 'script.ps1')"
34,Numpy convert scalars to arrays,0,"x = np.asarray(x).reshape(1, -1)[(0), :]",numpy.array(a)[0].tolist(),"np.column_stack(([1, 2, 3], [4, 5, 6]))",numpy.array(a).reshape(-1).tolist(),"np.vstack((a, b))","np.array((a, b))"
33,Python: Cut off the last word of a sentence?,0,""""""" """""".join(content.split(' ')[:-1])","""""""QH QD JC KD JS"""""".split()","re.split('(\\W+)', s)","re.split('[ ](?=[A-Z]+\\b)', input)","re.sub('(?!\\s)[\\W_]', '', text).lower().strip()",text.split()
32,How to create nested lists in python?,0,"numpy.zeros((3, 3, 3))","level1 = map(list, level1)","[y for x in data for y in (x if isinstance(x, list) else [x])]","print([item for item in [1, 2, 3]])","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))","b.append((a[0][0], a[0][2]))"
21,Determining the unmatched portion of a string using a regex in Python,0,"re.split('(\\W+)', 'Words, words, words.')","re.findall('(.+?):(.+?)\\b ?', text)","re.split(' +', 'hello world sample text')","mystring.replace(' ', '! !').split('!')","re.search('\\[(.*)\\]', your_string).group(1)","""""""QH QD JC KD JS"""""".split()"
16,Python printing without commas,0,"print(' '.join(map(str, l)))",print('foo\nbar'.encode('string_escape')),"print('""{}""'.format(word))","print('\t'.join(map(str, list)))","print('%*s : %*s' % (20, 'Python', 20, 'Very Good'))",myfile.write('\n'.join(lines))
10,Python -Remove Time from Datetime String,0,"then = datetime.datetime.strptime(when, '%Y-%m-%d').date()","datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')",datetime.datetime.fromtimestamp(s).strftime('%Y-%m-%d %H:%M:%S.%f'),datetime.datetime.now().strftime('%H:%M:%S.%f')
7,splitting and concatenating a string,0,""""""""""""".join(['a', 'b', 'c'])","""""""QH QD JC KD JS"""""".split()","re.split('(\\W+)', s)","mystring.replace(' ', '! !').split('!')","print(x.rsplit('-', 1)[0])","re.split('[ ](?=[A-Z]+\\b)', input)"
78,What's the fastest way to locate a list element within a list in python?,0,"[index for index, item in enumerate(thelist) if item[0] == '332']",print(testlist.index(element)),"[i for (i, x) in enumerate(testlist) if (x == 1)]","next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","try:
    print(testlist.index(element))
except ValueError:
    pass",all(x == myList[0] for x in myList)
81,Looping over a list in Python,0,[x for x in mylist if len(x) == 3],"print([item for item in [1, 2, 3]])","[sum(l[:i]) for i, _ in enumerate(l)]","print(' '.join(map(str, l)))",[sum(row[i] for row in array) for i in range(len(array[0]))],"print('\t'.join(map(str, list)))"
84,Joining Table/DataFrames with common Column in Python,0,"df1.merge(df2, on='Date_Time')","pd.merge(split_df, csv_df, on=['key'], suffixes=('_left', '_right'))",x.set_index('name').index.get_duplicates(),"pd.DataFrame({'email': sf.index, 'list': sf.values})",df['D'] = df['B'],"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)"
85,insert variable values into a string in python,0,"'first string is: %s, second one is: %s' % (str1, 'geo.tif')",elements = ['%{0}%'.format(element) for element in elements],""""""","""""".join(l)",""""""" """""".join(list)",""""""""""""".join(['A', 'B', 'C', 'D'])",print('foo\nbar'.encode('string_escape'))
153,Split by suffix with Python regular expression,0,"re.findall('\\b(\\w+)d\\b', s)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('(\\W+)', s)","re.split('(\\W+)', 'Words, words, words.')","re.split(' +', 'hello world sample text')","re.split('[ ](?=[A-Z])', input)"
151,Prepend a line to an existing file in Python,0,"open('outfile', 'w').write('#test firstline\n' + open('infile').read())","new_file = open('path/to/FILE_NAME.ext', 'w')","open(filename, 'w').close()","f = open('yourfile.txt', 'w')",myfile.write('\n'.join(lines)),"file = open('Output.txt', 'a')"
149,Casting an int to a string in Python,0,'ME' + str(i),"struct.unpack('H', struct.pack('h', number))",str(int(x) + 1).zfill(len(x)),""""""","""""".join([str(i) for i in list_of_ints])","""""""."""""".join(s.split('.')[::-1])","""""""it is icy"""""".replace('i', '')"
147,"How to sort a list of objects , based on an attribute of the objects?",0,"ut.sort(key=cmpfun, reverse=True) <EOC> ut.sort(key=lambda x: x.count, reverse=True) <EOC> ut.sort(key=lambda x: x.count, reverse=True)",list_of_dicts.sort(key=operator.itemgetter('name')),"sorted(x, key=x.get, reverse=True)",list_of_dicts.sort(key=operator.itemgetter('age')),mylist.sort(key=lambda x: x['title']),"l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))"
140,Copy all values in a column to a new column in a pandas dataframe,0,df['D'] = df['B'],"df.reset_index(level=0, inplace=True)","pd.concat([df[0].apply(pd.Series), df[1]], axis=1)","pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)",df.dropna(subset=[1]),"df.to_csv(filename, index=False)"
138,Python Regex Split Keeps Split Pattern Characters,0,"""""""Docs/src/Scripts/temp"""""".replace('/', '/\x00/').split('\x00')","re.split(' +', 'hello world sample text')","mystring.replace(' ', '! !').split('!')","re.findall('(.+?):(.+?)\\b ?', text)","re.split('[ ](?=[A-Z]+\\b)', input)","re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)"
137,How to sum elements in functional way,0,"[sum(l[:i]) for i, _ in enumerate(l)]","sum(sum(i) if isinstance(i, list) else i for i in L)","sum(int(float(item)) for item in [_f for _f in ['', '3.4', '', '', '1.0'] if _f])",[[sum(item) for item in zip(*items)] for items in zip(*data)],[sum(row[i] for row in array) for i in range(len(array[0]))],a.sum(axis=1)
132,Multidimensional array in Python,0,"matrix = [[a, b], [c, d], [e, f]]",numpy.array(a)[0].tolist(),"np.column_stack(([1, 2, 3], [4, 5, 6]))",y = [[] for n in range(2)],numpy.array(a).reshape(-1).tolist(),"numpy.zeros((3, 3, 3))"
359,How to get the highest element in absolute value in a numpy matrix?,0,"max(x.min(), x.max(), key=abs)","np.maximum([2, 3, 4], [1, 5, 2])","np.where(np.in1d(A, [1, 3, 4]).reshape(A.shape), A, 0)","np.mean(a, axis=1)",numpy.array(a)[0].tolist(),"a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
131,How to get a daterange of the 2nd Fridays of each month?,0,"pd.date_range('2016-01-01', freq='WOM-2FRI', periods=13)",(datetime.datetime.now() - datetime.timedelta(days=7)).date(),"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]","then = datetime.datetime.strptime(when, '%Y-%m-%d').date()","sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)","df.xs('sat', level='day', drop_level=False)"
124,Make dictionary from list with python,0,"dict(x[i:i + 2] for i in range(0, len(x), 2))","dict([('Name', 'Joe'), ('Age', 22)])",[dct[k] for k in lst],{i[1]: i[0] for i in list(myDictionary.items())},"[(x['x'], x['y']) for x in d]","list(dict((x[0], x) for x in L).values())"
121,Ending with a for loop in python,0,"print([item for item in [1, 2, 3]])","open('outfile', 'w').write('#test firstline\n' + open('infile').read())",input('Enter your input:'),line.split(),"open(filename, 'w').close()","f = open('myfile', 'w')
f.write('hi there\n')
f.close()"
115,How to convert pandas index in a dataframe to a column?,0,"df.reset_index(level=0, inplace=True) <EOC> df['index1'] = df.index <EOC> df.reset_index(level=['tick', 'obs'])",df[df['BoolCol']].index.tolist(),df[df.columns[-1]],df[df['BoolCol'] == True].index.tolist(),"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",df.loc[df['BoolCol']]
111,Splitting a string with repeated characters into a list using regex,0,"[m.group(0) for m in re.finditer('(\\d)\\1*', s)]","re.split('[ ](?=[A-Z])', input)","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('(\\W+)', s)","re.split('(\\W+)', 'Words, words, words.')","re.split(' +', 'hello world sample text')"
105,Convert tuple to list and back,0,"level1 = map(list, level1)",tuple(l),"b.append((a[0][0], a[0][2]))",list(t),type(v),len(my_tuple)
101,How to merge multiple lists into one list in python?,0,['it'] + ['was'] + ['annoying'],a.extend(list(b)),list2.extend(list1),"[y for x in data for y in (x if isinstance(x, list) else [x])]",[[sum(item) for item in zip(*items)] for items in zip(*data)],"[val for pair in zip(l1, l2) for val in pair]"
98,Coalesce values from 2 columns into a single column in a pandas dataframe,0,"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])","pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)","pd.concat([df[0].apply(pd.Series), df[1]], axis=1)","df.reset_index(level=0, inplace=True)","df.reset_index(level=['tick', 'obs'])",df['D'] = df['B']
86,Split a string by a delimiter in python,0,[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"""""""QH QD JC KD JS"""""".split()","s.split(' ', 4)","re.split(' +', 'hello world sample text')","mystring.replace(' ', '! !').split('!')","re.split('(\\W+)', s)"
125,Merging a list of lists,0,"values = sum([['A', 'B', 'C'], ['D', 'E', 'F'], ['G', 'H', 'I']], [])",[[sum(item) for item in zip(*items)] for items in zip(*data)],a.extend(list(b)),"[y for x in data for y in (x if isinstance(x, list) else [x])]",list2.extend(list1),[sum(row[i] for row in array) for i in range(len(array[0]))]
364,"numpy: syntax/idiom to cast (n,) array to a (n, 1) array?",0,"a[:, (np.newaxis)]",numpy.array(a).reshape(-1).tolist(),"x = np.asarray(x).reshape(1, -1)[(0), :]",numpy.array(a)[0].tolist(),"np.column_stack(([1, 2, 3], [4, 5, 6]))","numpy.zeros((3, 3, 3))"
